AÑO;MES;DISTRITO;FUEGOS;DAÑOS EN CONSTRUCCION;SALVAMENTOS Y RESCATES;DAÑOS POR AGUA;INCIDENTES DIVERSOS;SALIDAS SIN INTERVENCION;SERVICIOS VARIOS;TOTAL
2022;noviembre;LATINA;14;8;33;7;22;33;5;122
2022;noviembre;CARABANCHEL;22;6;30;10;24;42;4;138
2022;noviembre;USERA;12;4;15;6;13;21;5;76
2022;noviembre;PUENTE VALLECAS;31;8;40;3;21;47;54;204
2022;noviembre;MORATALAZ;3;4;11;4;12;11;2;47
2022;noviembre;CIUDAD LINEAL;9;6;19;11;14;25;5;89
2022;noviembre;HORTALEZA;3;3;20;5;17;28;4;80
2022;noviembre;VILLAVERDE;25;1;19;5;15;21;3;89
2022;noviembre;VILLA DE VALLECAS;3;1;8;6;13;14;2;47
2022;noviembre;VICALVARO;8;2;12;3;5;12;5;47
2022;noviembre;SAN BLAS;10;5;18;7;18;12;8;78
2022;noviembre;BARAJAS;3;1;4;5;8;5;0;26
2022;noviembre;FUERA TERMINO MUNICIPAL;0;0;0;0;0;2;4;6
2022;octubre;CENTRO;19;28;47;11;46;62;21;234
2022;octubre;ARGANZUELA;9;9;17;4;22;24;4;89
2022;octubre;RETIRO;5;8;20;3;20;11;4;71
2022;octubre;SALAMANCA;15;7;17;8;31;27;15;120
2022;octubre;CHAMARTIN;12;8;18;4;35;23;10;110
2022;octubre;TETUAN;23;12;27;5;14;26;1;108
2022;octubre;CHAMBERI;20;9;32;11;34;23;2;131
2022;octubre;FUENCARRAL;25;7;21;12;55;29;14;163
2022;octubre;MONCLOA;13;7;19;3;38;22;6;108
2022;octubre;LATINA;27;9;29;7;36;21;4;133
2022;octubre;CARABANCHEL;32;10;41;3;31;32;4;153
2022;octubre;USERA;23;4;22;2;17;18;1;87
2022;octubre;PUENTE VALLECAS;24;11;31;6;43;32;57;204
2022;octubre;MORATALAZ;5;4;10;3;18;11;1;52
2022;octubre;CIUDAD LINEAL;10;5;30;6;38;21;3;113
2022;octubre;HORTALEZA;3;4;26;7;35;27;0;102
2022;octubre;VILLAVERDE;26;7;21;9;21;18;2;104
2022;octubre;VILLA DE VALLECAS;28;5;14;3;8;11;1;70
2022;octubre;VICALVARO;19;3;6;4;10;7;1;50
2022;octubre;SAN BLAS;9;5;27;5;18;15;10;89
2022;octubre;BARAJAS;2;1;5;5;15;8;4;40
2022;octubre;FUERA TERMINO MUNICIPAL;3;0;0;0;1;3;3;10
2022;septiembre;CENTRO;37;19;39;17;35;65;15;227
2022;septiembre;ARGANZUELA;16;8;29;9;33;23;2;120
2022;septiembre;RETIRO;7;7;15;7;30;14;2;82
2022;septiembre;SALAMANCA;17;16;27;9;29;32;7;137
2022;septiembre;CHAMARTIN;27;5;27;7;40;23;10;139
2022;septiembre;TETUAN;9;11;33;12;24;25;3;117
2022;septiembre;CHAMBERI;10;13;31;6;21;24;4;109
2022;septiembre;FUENCARRAL;24;1;25;14;43;23;9;139
2022;septiembre;MONCLOA;13;3;27;8;32;23;6;112
2022;septiembre;LATINA;22;6;34;9;32;22;10;135
2022;septiembre;CARABANCHEL;37;8;28;16;32;30;6;157
2022;septiembre;USERA;15;5;22;7;26;18;2;95
2022;septiembre;PUENTE VALLECAS;26;9;31;7;37;25;2;137
2022;septiembre;MORATALAZ;6;4;16;4;19;12;0;61
2022;septiembre;CIUDAD LINEAL;11;8;30;6;36;24;0;115
2022;septiembre;HORTALEZA;8;3;21;12;30;16;2;92
2022;septiembre;VILLAVERDE;44;2;14;5;24;37;3;129
2022;septiembre;VILLA DE VALLECAS;33;3;14;4;12;12;3;81
2022;septiembre;VICALVARO;13;1;6;3;15;9;1;48
2022;septiembre;SAN BLAS;11;4;15;5;29;23;4;91
2022;septiembre;BARAJAS;1;4;5;7;10;7;6;40
2022;septiembre;FUERA TERMINO MUNICIPAL;5;0;2;1;2;1;0;11
2022;agosto;CENTRO;45;10;58;28;38;49;6;234
2022;agosto;ARGANZUELA;15;4;20;17;39;19;2;116
2022;agosto;RETIRO;5;9;28;11;27;13;0;93
2022;agosto;SALAMANCA;12;11;25;15;14;19;3;99
2022;agosto;CHAMARTIN;18;7;28;6;30;13;4;106
2022;agosto;TETUAN;17;8;39;13;24;15;7;123
2022;agosto;CHAMBERI;17;4;40;16;25;18;1;121
2022;agosto;FUENCARRAL;18;5;34;14;30;25;1;127
2022;agosto;MONCLOA;10;3;25;8;30;26;4;106
2022;agosto;LATINA;25;2;39;20;37;31;2;156
2022;agosto;CARABANCHEL;39;8;52;14;34;24;0;171
2022;agosto;USERA;25;5;20;2;24;18;1;95
2022;agosto;PUENTE VALLECAS;34;8;37;5;48;24;3;159
2022;agosto;MORATALAZ;13;1;15;4;16;7;0;56
2022;agosto;CIUDAD LINEAL;14;5;37;11;26;24;2;119
2022;agosto;HORTALEZA;12;1;25;17;24;15;5;99
2022;agosto;VILLAVERDE;35;3;29;9;28;16;2;122
2022;agosto;VILLA DE VALLECAS;44;3;18;6;14;25;2;112
2022;agosto;VICALVARO;16;1;9;3;5;15;1;50
2022;agosto;SAN BLAS;18;5;30;8;19;21;2;103
2022;agosto;BARAJAS;6;2;6;7;7;10;0;38
2022;agosto;FUERA TERMINO MUNICIPAL;2;0;2;0;2;3;1;10
2022;julio;CENTRO;51;16;58;23;38;69;8;263
2022;julio;ARGANZUELA;19;7;26;11;28;26;2;119
2022;julio;RETIRO;12;6;20;8;24;30;3;103
2022;julio;SALAMANCA;18;10;31;12;31;23;8;133
2022;julio;CHAMARTIN;17;9;26;9;43;33;5;142
2022;julio;TETUAN;23;11;30;19;25;31;1;140
2022;julio;CHAMBERI;15;6;37;20;50;40;4;172
2022;julio;FUENCARRAL;39;6;26;12;35;29;12;159
2022;julio;MONCLOA;26;3;30;10;31;26;4;130
2022;julio;LATINA;27;11;42;11;44;33;6;174
2022;julio;CARABANCHEL;47;10;38;16;42;39;5;197
2022;julio;USERA;32;0;24;7;14;21;4;102
2022;julio;PUENTE VALLECAS;34;9;58;12;38;49;6;206
2022;julio;MORATALAZ;9;3;22;2;26;10;2;74
2022;julio;CIUDAD LINEAL;37;8;28;7;38;40;2;160
2022;julio;HORTALEZA;22;6;33;13;35;29;2;140
2022;julio;VILLAVERDE;67;1;22;9;29;24;2;154
2022;julio;VILLA DE VALLECAS;53;6;16;7;10;18;4;114
2022;julio;VICALVARO;14;2;8;3;9;9;0;45
2022;julio;SAN BLAS;18;2;35;8;20;21;1;105
2022;julio;BARAJAS;11;0;9;3;5;14;8;50
2022;julio;FUERA TERMINO MUNICIPAL;5;0;1;0;1;3;0;10
2022;junio;CENTRO;52;27;44;19;48;57;10;257
2022;junio;ARGANZUELA;18;6;35;13;21;26;8;127
2022;junio;RETIRO;5;4;15;4;16;21;8;73
2022;junio;SALAMANCA;30;12;35;10;12;36;8;143
2022;junio;CHAMARTIN;18;7;21;6;28;28;2;110
2022;junio;TETUAN;17;10;37;13;17;43;5;142
2022;junio;CHAMBERI;19;12;34;9;15;30;1;120
2022;junio;FUENCARRAL;61;4;41;7;25;37;6;181
2022;junio;MONCLOA;27;6;21;3;20;23;8;108
2022;junio;LATINA;34;12;33;9;22;33;18;161
2022;junio;CARABANCHEL;36;8;46;11;23;27;4;155
2022;junio;USERA;27;1;31;9;14;24;5;111
2022;junio;PUENTE VALLECAS;37;8;38;12;26;31;2;154
2022;junio;MORATALAZ;10;2;16;4;14;4;2;52
2022;junio;CIUDAD LINEAL;32;9;25;12;29;31;6;144
2022;junio;HORTALEZA;47;7;23;8;35;32;8;160
2022;junio;VILLAVERDE;92;1;26;8;17;26;10;180
2022;junio;VILLA DE VALLECAS;75;5;19;3;11;24;7;144
2022;junio;VICALVARO;18;3;8;6;7;12;2;56
2022;junio;SAN BLAS;16;5;36;3;24;18;6;108
2022;junio;BARAJAS;10;0;3;1;8;11;5;38
2022;junio;FUERA TERMINO MUNICIPAL;3;0;0;0;2;1;1;7
2022;mayo;CENTRO;46;21;67;9;48;50;7;248
2022;mayo;ARGANZUELA;30;7;22;6;14;22;8;109
2022;mayo;RETIRO;17;5;24;9;15;15;0;85
2022;mayo;SALAMANCA;16;18;32;5;20;15;15;121
2022;mayo;CHAMARTIN;12;7;19;5;24;19;10;96
2022;mayo;TETUAN;22;13;23;7;13;25;5;108
2022;mayo;CHAMBERI;15;5;27;10;21;19;6;103
2022;mayo;FUENCARRAL;31;3;23;8;16;26;14;121
2022;mayo;MONCLOA;27;4;22;11;21;20;6;111
2022;mayo;LATINA;21;10;43;8;17;32;8;139
2022;mayo;CARABANCHEL;23;9;49;11;15;23;6;136
2022;mayo;USERA;19;3;20;6;10;14;4;76
2022;mayo;PUENTE VALLECAS;40;12;39;9;26;24;7;157
2022;mayo;MORATALAZ;16;3;15;6;11;10;4;65
2022;mayo;CIUDAD LINEAL;16;4;34;10;18;27;2;111
2022;mayo;HORTALEZA;23;3;29;10;19;22;0;106
2022;mayo;VILLAVERDE;39;5;26;25;18;16;3;132
2022;mayo;VILLA DE VALLECAS;43;2;35;10;12;25;3;130
2022;mayo;VICALVARO;8;0;7;1;10;6;4;36
2022;mayo;SAN BLAS;16;8;27;3;11;21;6;92
2022;mayo;BARAJAS;5;2;7;2;9;4;1;30
2022;mayo;FUERA TERMINO MUNICIPAL;3;0;0;0;1;3;0;7
2022;abril;CENTRO;22;27;53;25;27;45;4;203
2022;abril;ARGANZUELA;24;6;18;5;24;18;2;97
2022;abril;RETIRO;6;3;15;2;12;14;0;52
2022;abril;SALAMANCA;8;14;43;12;18;19;7;121
2022;abril;CHAMARTIN;13;8;20;7;18;17;9;92
2022;abril;TETUAN;11;15;35;15;17;19;4;116
2022;abril;CHAMBERI;13;13;31;13;11;15;1;97
2022;abril;FUENCARRAL;17;7;23;6;24;25;5;107
2022;abril;MONCLOA;15;7;19;2;28;12;6;89
2022;abril;LATINA;6;9;35;10;10;21;13;104
2022;abril;CARABANCHEL;27;7;44;13;15;27;1;134
2022;abril;USERA;18;5;18;4;8;23;2;78
2022;abril;PUENTE VALLECAS;19;7;26;13;21;16;6;108
2022;abril;MORATALAZ;4;1;9;5;7;5;1;32
2022;abril;CIUDAD LINEAL;16;9;28;7;17;16;2;95
2022;abril;HORTALEZA;11;3;19;8;25;17;0;83
2022;abril;VILLAVERDE;19;3;24;10;9;14;4;83
2022;abril;VILLA DE VALLECAS;9;4;10;3;12;6;0;44
2022;abril;VICALVARO;8;0;9;5;3;7;3;35
2022;abril;SAN BLAS;14;4;18;1;18;8;9;72
2022;abril;BARAJAS;4;0;3;1;2;5;2;17
2022;abril;FUERA TERMINO MUNICIPAL;0;0;0;0;0;1;0;1
2022;marzo;CENTRO;36;23;68;16;16;51;9;219
2022;marzo;ARGANZUELA;14;3;22;9;19;11;5;83
2022;marzo;RETIRO;8;8;19;7;4;7;2;55
2022;marzo;SALAMANCA;17;11;22;8;10;15;8;91
2022;marzo;CHAMARTIN;14;5;20;7;11;15;7;79
2022;marzo;TETUAN;12;9;35;9;7;16;1;89
2022;marzo;CHAMBERI;11;7;26;6;15;17;0;82
2022;marzo;FUENCARRAL;14;2;20;12;17;22;4;91
2022;marzo;MONCLOA;8;7;26;8;14;18;3;84
2022;marzo;LATINA;13;5;32;6;11;21;7;95
2022;marzo;CARABANCHEL;13;8;43;6;15;22;6;113
2022;marzo;USERA;6;3;22;5;11;23;2;72
2022;marzo;PUENTE VALLECAS;23;7;32;12;15;17;3;109
2022;marzo;MORATALAZ;11;0;15;4;3;7;0;40
2022;marzo;CIUDAD LINEAL;12;2;20;5;8;12;1;60
2022;marzo;HORTALEZA;14;7;14;5;8;16;5;69
2022;marzo;VILLAVERDE;31;3;22;11;9;18;3;97
2022;marzo;VILLA DE VALLECAS;18;2;12;3;3;12;1;51
2022;marzo;VICALVARO;12;1;8;2;1;5;0;29
2022;marzo;SAN BLAS;10;3;19;6;15;14;2;69
2022;marzo;BARAJAS;4;0;8;1;3;6;1;23
2022;marzo;FUERA TERMINO MUNICIPAL;2;0;1;0;0;1;0;4
2022;febrero;CENTRO;30;15;46;13;18;48;4;174
2022;febrero;ARGANZUELA;12;2;18;11;12;12;4;71
2022;febrero;RETIRO;11;2;20;5;3;3;1;45
2022;febrero;SALAMANCA;7;5;34;10;11;12;9;88
2022;febrero;CHAMARTIN;7;2;20;6;13;19;8;75
2022;febrero;TETUAN;12;1;18;12;10;23;2;78
2022;febrero;CHAMBERI;12;7;27;9;9;13;4;81
2022;febrero;FUENCARRAL;16;6;23;7;10;21;4;87
2022;febrero;MONCLOA;11;2;21;5;12;12;7;70
2022;febrero;LATINA;17;6;19;4;7;20;4;77
2022;febrero;CARABANCHEL;30;3;36;7;7;25;6;114
2022;febrero;USERA;13;2;15;2;11;10;4;57
2022;febrero;PUENTE VALLECAS;36;1;40;6;13;20;5;121
2022;febrero;MORATALAZ;13;0;14;2;1;9;3;42
2022;febrero;CIUDAD LINEAL;18;3;28;8;13;13;4;87
2022;febrero;HORTALEZA;18;0;18;4;11;23;3;77
2022;febrero;VILLAVERDE;19;1;18;2;11;17;4;72
2022;febrero;VILLA DE VALLECAS;16;0;13;3;3;5;2;42
2022;febrero;VICALVARO;14;1;9;3;1;10;0;38
2022;febrero;SAN BLAS;15;5;20;2;8;8;9;67
2022;febrero;BARAJAS;5;1;4;3;4;5;3;25
2022;febrero;FUERA DEL TÉRMINO MUNICIPAL;1;0;0;0;0;2;0;3
2022;enero;CENTRO;9;6;21;9;8;15;2;70
2022;enero;ARGANZUELA;8;1;5;8;6;5;0;33
2022;enero;RETIRO;2;0;4;3;3;0;2;14
2022;enero;SALAMANCA;3;3;16;4;5;8;2;41
2022;enero;CHAMARTIN;7;1;11;3;1;5;1;29
2022;enero;TETUAN;6;2;12;6;4;7;0;37
2022;enero;CHAMBERI;8;4;10;2;6;7;0;37
2022;enero;FUENCARRAL;11;0;17;3;7;6;2;46
2022;enero;MONCLOA;6;2;4;0;3;7;1;23
2022;enero;LATINA;9;2;17;4;9;4;2;47
2022;enero;CARABANCHEL;7;2;10;4;2;12;1;38
2022;enero;USERA;9;2;6;3;4;10;1;35
2022;enero;PUENTE VALLECAS;17;3;18;7;4;10;1;60
2022;enero;MORATALAZ;3;0;8;0;3;7;0;21
2022;enero;CIUDAD LINEAL;7;2;25;4;4;8;0;50
2022;enero;HORTALEZA;8;1;7;0;4;5;1;26
2022;enero;VILLAVERDE;11;2;9;6;3;7;1;39
2022;enero;VILLA DE VALLECAS;10;1;9;3;3;7;0;33
2022;enero;VICALVARO;7;0;7;0;2;0;2;18
2022;enero;SAN BLAS;6;2;9;1;1;8;3;30
2022;enero;BARAJAS;4;0;2;0;1;3;0;10
